"ID","대분류","중분류(화면)","소분류(기능)","시나리오","사전조건","테스트절차","기대결과","유형","우선순위","결과","비고"
"FE-ON-024","온보딩·권한","로그인","전환","외부 OAuth 앱 전환 중 백그라운드→포그라운드 복귀 시 상태 유지","카카오/네이버 외부 앱으로 전환된 상태","1. 외부 앱 전환 상태에서 앱을 백그라운드로 보낸다. 2. 다시 포그라운드로 복귀한다.","앱 복귀 시 로그인 화면 상태가 유지되며 크래시가 없다.","경계","P2","",""
"FE-ON-025","온보딩·권한","로그인","전환","로그인 성공 시 onComplete 콜백으로 다음 플로우 전환","서버 인증 성공","1. 소셜 로그인 전체 흐름을 성공시킨다.","onComplete 콜백이 호출되어 온보딩 다음 단계(권한/메인)로 전환된다.","정상","P0","",""
"FE-ON-026","온보딩·권한","로그인","다크모드","다크모드에서 로고·버튼 가독성","단말 다크모드 설정","1. 다크모드로 전환 후 로그인 화면을 본다.","로고와 4개 버튼(특히 흰색 구글/검정 애플)의 텍스트·아이콘 대비가 유지되어 가독성에 문제가 없다.","경계","P2","",""
"FE-ON-027","온보딩·권한","접근 권한 허용","화면 진입/렌더링","permissionRequest 라우트 진입 시 전체 UI 렌더링","OnboardingFactory를 통해 .permissionRequest 라우트로 진입","1. 권한 요청 화면으로 진입한다.","'앱 사용을 위해 접근 권한을 허용해주세요.' 타이틀, '선택 권한' 라벨, 권한 항목, 하단 안내 박스, '확인' 버튼이 정상 표시된다.","정상","P0","",""
"FE-ON-028","온보딩·권한","접근 권한 허용","권한 항목 목록","알림·위치 권한 항목이 아이콘과 설명으로 노출","권한 요청 화면 진입","1. 권한 항목 리스트를 확인한다.","'알림 / 알림 및 메시지 전송'(noti 아이콘), '위치 / 위치 및 부동산 찾기'(place 아이콘) 2개 항목이 ForEach로 노출된다.","정상","P1","",""
"FE-ON-029","온보딩·권한","접근 권한 허용","안내 문구","하단 접근 권한 안내·변경 안내 문구 노출","권한 요청 화면 진입","1. 하단 회색 박스 영역을 확인한다.","'접근 권한 안내' 설명과 '접근 권한 변경 안내 / 휴대폰 설정 > 앱 > 민들팽이' 문구가 노출된다.","정상","P2","",""
"FE-ON-030","온보딩·권한","접근 권한 허용","확인 버튼/권한 요청","확인 탭 시 알림·위치 시스템 권한 팝업 노출 후 이전 화면 복귀","권한 요청 화면 진입, 권한 미결정 상태","1. '확인' 버튼을 탭한다.","알림 권한 요청 시스템 팝업과 위치 권한 요청 팝업이 노출되고, 이후 coordinator.pop()으로 이전 화면으로 복귀한다.","정상","P0","",""
"FE-ON-031","온보딩·권한","접근 권한 허용","확인 버튼/권한 요청","알림 권한 거부 시에도 화면 정상 복귀","권한 요청 화면 진입","1. '확인' 탭 후 알림 권한 팝업에서 '허용 안 함'을 선택한다.","앱이 크래시 없이 정상적으로 이전 화면으로 pop되고 다른 기능 이용이 가능하다.","예외","P1","","권한 거부 처리"
"FE-ON-032","온보딩·권한","접근 권한 허용","확인 버튼/권한 요청","위치 권한 거부 시에도 화면 정상 복귀","권한 요청 화면 진입","1. '확인' 탭 후 위치 권한 팝업에서 거부를 선택한다.","앱이 크래시 없이 이전 화면으로 정상 pop된다.","예외","P1","","권한 거부 처리"
"FE-ON-033","온보딩·권한","접근 권한 허용","확인 버튼/권한 요청","이미 권한이 결정된 상태에서 확인 재탭","알림·위치 권한이 이미 허용/거부로 결정된 상태","1. 권한 요청 화면에서 '확인'을 다시 탭한다.","시스템 권한 팝업은 재노출되지 않고 곧바로 이전 화면으로 pop된다.","경계","P2","",""
"FE-ON-034","온보딩·권한","접근 권한 허용","네비게이션","확인 후 pop으로 이전 화면 복귀","권한 요청 화면이 push되어 표시된 상태","1. '확인'을 탭한다.","coordinator.pop()이 실행되어 직전 화면으로 정상 복귀한다.","정상","P0","",""
"FE-ON-035","온보딩·권한","접근 권한 허용","상태 보존","화면 이탈 후 복귀 시 렌더링 유지","권한 요청 화면 표시 상태","1. 앱을 백그라운드로 보냈다가 복귀한다. 2. 화면 구성을 확인한다.","권한 항목·안내 문구·확인 버튼 레이아웃이 유지된다.","경계","P2","",""
"FE-ON-036","온보딩·권한","접근 권한 허용","다크모드/접근성","다크모드 및 큰 글자 크기에서 레이아웃","단말 다크모드 또는 큰 동적 글자 크기 설정","1. 다크모드/큰 글자 설정 후 권한 화면을 본다.","회색 배경·텍스트 대비가 유지되고 텍스트가 잘리거나 겹치지 않는다.","경계","P2","",""
"FE-SP-001","스플래시","스플래시 화면","스플래시 이미지 렌더링","앱 실행 시 스플래시 이미지가 전체화면으로 표시된다","앱이 정상 설치되어 실행 가능한 상태","1. 앱을 실행한다 2. 첫 화면(스플래시)을 확인한다","Asset.splash 이미지가 화면 전체에 표시되고, 깨짐이나 빈 영역 없이 정상 렌더링된다","정상","P0","",""
"FE-SP-002","스플래시","스플래시 화면","스플래시 이미지 렌더링","다양한 기기 화면 크기에서 이미지가 비율 유지하며 꽉 차게 표시된다","서로 다른 화면 크기의 기기(소형/대형, 노치/다이나믹아일랜드)에서 실행","1. 소형 기기에서 앱 실행해 스플래시 확인 2. 대형 기기에서 동일하게 확인","scaledToFill·clipped로 이미지가 빈 여백 없이 화면을 가득 채우고, 가로세로 비율이 깨지지 않으며 넘치는 부분만 잘려서 표시된다","경계","P1","",""
"FE-SP-003","스플래시","스플래시 화면","스플래시 이미지 렌더링","Safe Area(노치/홈 인디케이터) 영역까지 이미지가 확장된다","노치 또는 다이나믹아일랜드, 홈 인디케이터가 있는 기기","1. 앱을 실행한다 2. 화면 상단 노치 영역과 하단 홈 인디케이터 영역을 확인한다","ignoresSafeArea가 적용되어 상·하단 시스템 영역까지 이미지가 끊김 없이 채워진다","경계","P2","",""
"FE-SP-004","스플래시","스플래시 화면","스플래시 이미지 렌더링","다크모드에서도 동일한 스플래시 이미지가 표시된다","시스템 다크모드 활성화","1. 시스템을 다크모드로 설정한다 2. 앱을 실행해 스플래시를 확인한다","고정 에셋 이미지이므로 라이트/다크모드와 무관하게 동일한 스플래시가 정상 표시된다(색상 반전·배경 깨짐 없음)","경계","P2","",""
"FE-SP-005","스플래시","스플래시 화면","앱 최초 실행 판별","앱 최초 설치 후 첫 실행 시 첫 실행 플래그가 초기화되고 스플래시가 정상 종료된다","앱을 처음 설치하여 로컬스토리지에 isAppFirst 값이 없는 상태","1. 앱을 최초 실행한다 2. 스플래시가 표시된 후 다음 화면으로 전환되는지 확인한다","isAppFirst 키가 없으므로 storage에 false가 저장되고, 콜백이 호출되어 스플래시가 멈추지 않고 다음 화면으로 정상 전환된다","정상","P1","",""
"FE-SP-006","스플래시","스플래시 화면","앱 최초 실행 판별","앱 재실행 시 저장된 첫 실행 플래그를 로드하고 스플래시가 정상 종료된다","이전 실행으로 로컬스토리지에 isAppFirst 값이 존재하는 상태","1. 앱을 종료 후 다시 실행한다 2. 스플래시 표시 및 다음 화면 전환을 확인한다","저장된 isAppFirst 값을 로드한 뒤 콜백이 호출되어 스플래시가 정상 종료되고 다음 화면으로 전환된다","정상","P1","",""
"FE-SP-007","스플래시","스플래시 화면","자동 로그인 상태 판별","유효한 토큰 보유 상태로 실행 시 로그인된 상태로 전환된다","로컬스토리지에 만료되지 않은 유효한 signInTokenInfo가 저장된 상태","1. 로그인 상태에서 앱을 종료한다 2. 앱을 다시 실행해 스플래시 이후 전환되는 화면을 확인한다","onComplete(true)가 호출되어 로그인 사용자용 메인 화면으로 전환되며, 로그인 화면을 거치지 않는다","정상","P0","","토큰 유효성 값 판단은 데이터파트 연계"
"FE-SP-008","스플래시","스플래시 화면","자동 로그인 상태 판별","토큰이 없는 비로그인 상태로 실행 시 비로그인 화면으로 전환된다","로컬스토리지에 signInTokenInfo가 없는 상태(로그아웃 또는 최초 설치)","1. 비로그인 상태에서 앱을 실행한다 2. 스플래시 이후 전환되는 화면을 확인한다","onComplete(false)가 호출되어 로그인/온보딩 등 비로그인 진입 화면으로 전환된다","정상","P0","",""
"FE-SP-009","스플래시","스플래시 화면","자동 로그인 상태 판별","만료된 토큰 보유 상태로 실행 시 세션 정보가 제거되고 비로그인 화면으로 전환된다","로컬스토리지에 만료된 signInTokenInfo가 저장된 상태","1. 토큰이 만료된 상태에서 앱을 실행한다 2. 스플래시 이후 전환되는 화면을 확인한다","저장된 토큰·유저정보(signInTokenInfo/signInUserInfo)가 제거되고 onComplete(false)가 호출되어 비로그인 화면으로 전환(재로그인 유도)된다","예외","P0","","만료 시점 판단의 값 정확성은 데이터파트 연계"
"FE-SP-010","스플래시","스플래시 화면","자동 로그인 상태 판별","비로그인/만료 처리 후 잔여 세션 정보 없이 진입한다","토큰이 없거나 만료된 상태","1. 앱을 실행해 스플래시 처리를 완료한다 2. 전환된 화면에서 사용자 정보 노출 영역을 확인한다","signInTokenInfo·signInUserInfo가 모두 제거되어 이전 사용자 정보가 잔존 노출되지 않고 비로그인 상태로 진입한다","예외","P1","",""
"FE-SP-011","스플래시","스플래시 화면","화면 전환 콜백","스플래시 처리 완료 시 다음 화면 전환이 한 번만 발생한다","앱 실행 가능한 상태","1. 앱을 실행한다 2. 스플래시 종료 시 화면 전환 동작을 관찰한다","onComplete 콜백이 1회만 호출되어 다음 화면으로 단일 전환되며, 이중 전환·화면 깜빡임이 발생하지 않는다","경계","P1","",""
"FE-SP-012","스플래시","스플래시 화면","화면 전환 콜백","오프라인(네트워크 끊김) 상태에서도 스플래시가 정상 표시되고 전환된다","기기가 비행기모드 등 네트워크 차단 상태","1. 네트워크를 차단한다 2. 앱을 실행해 스플래시 표시와 다음 화면 전환을 확인한다","스플래시는 로컬스토리지만 사용하므로 네트워크 없이도 정상 표시되고, 저장된 로그인 상태에 따라 화면 전환이 완료된다(스플래시 멈춤·무한 대기 없음)","경계","P1","",""
"FE-SP-013","스플래시","스플래시 화면","화면 전환 콜백","로컬스토리지 읽기 지연 시 콜백 완료 전까지 스플래시가 유지된다","로컬스토리지 접근이 지연되는 상황(저사양/디스크 부하)","1. 앱을 실행한다 2. 상태 판별이 끝날 때까지 화면 상태를 관찰한다","비동기 처리가 끝나 콜백이 호출될 때까지 스플래시 이미지가 유지되며, 검은 화면이나 조기 종료가 발생하지 않는다","경계","P2","",""
"FE-SP-014","스플래시","스플래시 화면","화면 전환 콜백","스플래시 표시 중 백그라운드 전환 후 포그라운드 복귀 시 정상 동작한다","앱 실행 가능한 상태","1. 앱을 실행해 스플래시가 표시되는 동안 홈 버튼으로 백그라운드 전환한다 2. 다시 앱으로 복귀한다","복귀 시 스플래시 이미지가 깨지지 않고 표시되며, 상태 판별 후 다음 화면으로 정상 전환된다","경계","P2","",""
"FE-TB-001","메인탭","메인탭 루트","로그인 상태 분기","비로그인 상태로 진입 시 로그인 화면 노출","액세스 토큰 없음(비로그인 상태)","1. 토큰이 없는 상태로 앱 실행 2. 메인탭 진입","탭바 대신 SignInView(로그인 화면)이 표시된다","예외","P0","",""
"FE-TB-002","메인탭","메인탭 루트","로그인 상태 분기","로그인 상태로 진입 시 3탭 탭바 노출","유효한 액세스 토큰 보유(로그인 상태)","1. 로그인된 상태로 앱 실행 2. 메인탭 진입","홈/관심/마이페이지 3개 탭으로 구성된 탭바가 표시된다","정상","P0","",""
"FE-TB-003","메인탭","메인탭 루트","로그인 상태 분기","로그인 완료 시 로그인 화면에서 탭바로 자동 전환","비로그인 상태로 SignInView 노출 중","1. 로그인 화면에서 로그인 진행 2. 토큰 발급 완료","토큰 스트림 갱신(isUserLoggedIn=true)으로 자동으로 탭바 화면으로 전환된다","정상","P0","",""
"FE-TB-004","메인탭","메인탭 루트","로그인 상태 분기","사용 중 토큰 만료/로그아웃 시 로그인 화면으로 전환","로그인 상태로 탭바 사용 중","1. 탭바 사용 중 토큰 만료 또는 로그아웃 발생","tokenInfoStream으로 isUserLoggedIn=false 갱신되어 SignInView로 전환된다","예외","P0","","토큰 만료 트리거 자체는 데이터파트 연계"
"FE-TB-005","메인탭","메인탭 루트","탭 선택 상태 보존","로그아웃 후 재로그인 시 직전 선택 탭 유지 여부","마이페이지 탭 선택 상태에서 로그아웃","1. 마이페이지 탭 선택 2. 로그아웃하여 로그인 화면 진입 3. 재로그인","selection이 MainTabView @State로 유지되어 재로그인 시 직전 탭 상태가 보존된다(동작 확인)","경계","P2","","selection은 분기 swap에도 MainTabView에 남음"
"FE-TB-006","메인탭","온보딩 진입","최초 실행 권한요청 풀스크린","앱 최초 실행 + 로그인 상태에서 권한요청 풀스크린 자동 표시","isTabEnterFirst 로컬키 미존재(최초 실행), 로그인 상태","1. 설치 후 앱 최초 실행 2. 로그인 상태로 탭바 진입","권한요청 온보딩 풀스크린(presentFullScreen)이 자동으로 표시된다","정상","P0","",""
"FE-TB-007","메인탭","온보딩 진입","최초 실행 권한요청 풀스크린","최초 실행 이후 재진입 시 권한요청 풀스크린 미표시","isTabEnterFirst 키가 이미 false로 저장됨(최초 실행 완료)","1. 앱 재실행 2. 로그인 상태로 탭바 진입","권한요청 풀스크린이 표시되지 않는다","정상","P1","",""
"FE-TB-008","메인탭","온보딩 진입","최초 실행 권한요청 풀스크린","동일 세션에서 로그아웃→재로그인 시 권한요청 풀스크린 중복 노출 안됨","권한요청 풀스크린 1회 노출되어 isTabEnterFirst=false 처리됨","1. 로그아웃 2. 재로그인하여 탭바 재진입","권한요청 풀스크린이 다시 표시되지 않는다","경계","P1","",""
"FE-TB-009","메인탭","온보딩 진입","최초 실행 권한요청 풀스크린","권한요청 풀스크린 종료 후 탭바(홈)로 복귀","권한요청 풀스크린 표시 중","1. 권한요청 온보딩 완료 또는 닫기","풀스크린이 dismiss되고 탭바(기본 홈 탭)로 돌아온다","정상","P1","",""
"FE-TB-010","메인탭","탭바","탭 전환","탭바 진입 시 기본 선택 탭이 홈","로그인 상태로 탭바 진입","1. 탭바 진입","홈 탭이 선택되어 AuctionHomeView가 표시된다","정상","P0","",""
"FE-TB-011","메인탭","탭바","탭 전환","홈에서 관심 탭으로 전환","홈 탭 선택 상태","1. 하단 관심 탭 탭","InterestView가 표시되고 관심 탭이 선택 강조된다","정상","P0","",""
"FE-TB-012","메인탭","탭바","탭 전환","홈에서 마이페이지 탭으로 전환","홈 탭 선택 상태","1. 하단 마이페이지 탭 탭","MyPageView가 표시되고 마이페이지 탭이 선택 강조된다","정상","P0","",""
"FE-TB-013","메인탭","탭바","탭 전환","다른 탭에서 홈 탭으로 복귀","관심 또는 마이페이지 탭 선택 상태","1. 관심 탭으로 이동 2. 홈 탭 재탭","홈 화면(AuctionHomeView)으로 정상 복귀한다","정상","P1","",""
"FE-TB-014","메인탭","탭바","탭 아이콘 상태","선택 탭은 강조 아이콘/색상, 미선택 탭은 회색 표시","임의 탭 선택 상태","1. 임의 탭 선택 2. 하단 탭바 아이콘/텍스트 확인","선택 탭 아이콘은 컬러 강조 및 강조 텍스트 색, 미선택 탭은 회색 아이콘/텍스트로 표시된다","정상","P1","",""
"FE-TB-015","메인탭","탭바","탭 라벨","각 탭 라벨 텍스트(홈/관심/마이페이지) 노출","탭바 진입","1. 하단 탭바 라벨 확인","L10n 기준 3개 탭 라벨 텍스트가 각 아이콘 하단에 표시된다","정상","P2","",""
"FE-TB-016","메인탭","탭바","탭 상태 보존","다른 탭 갔다 복귀 시 직전 탭 스크롤/상태 보존","홈 탭에서 일정 위치까지 스크롤한 상태","1. 홈 탭 스크롤 2. 관심 탭 이동 3. 홈 탭 복귀","홈 탭의 스크롤 위치 및 화면 상태가 보존된다","경계","P1","",""
"FE-TB-017","메인탭","탭바","탭 전환","빠른 연속 탭 전환 시 크래시/깜빡임 없음","탭바 진입","1. 홈/관심/마이페이지 탭을 빠르게 연속 탭","마지막 선택 탭이 정상 표시되고 크래시나 중복 전환이 없다","경계","P2","",""
"FE-TB-018","메인탭","탭바","탭바 외형","탭바 반투명 블러 배경 적용","탭바 진입","1. 하단 탭바 배경 확인","탭바에 블러+반투명 배경과 상단 구분선이 표시된다","정상","P2","",""
"FE-TB-019","메인탭","탭바","탭바 외형","콘텐츠 스크롤/탭 전환 중 탭바 상시 노출","탭바 진입","1. 콘텐츠 스크롤 2. 탭 전환","탭바(toolbarVisibility .visible)가 숨지 않고 항상 표시된다","정상","P2","",""
"FE-TB-020","메인탭","탭바","다크모드","다크모드에서 탭바 배경/아이콘 정상 렌더링","시스템 다크모드 활성","1. 시스템을 다크모드로 전환 2. 탭바 확인","탭바 배경/아이콘/텍스트가 다크모드에 맞게 정상 렌더링된다","경계","P2","",""
"FE-TB-021","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","사용 중 네트워크 끊기면 안내 시트 자동 노출","로그인 상태로 탭바 사용 중, 네트워크 연결됨","1. 탭바 사용 중 2. 네트워크 연결 해제","onChange 감지로 '인터넷 연결이 되지 않아요' 안내 시트가 자동으로 표시된다","예외","P0","",""
"FE-TB-022","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","안내 시트 문구 노출 확인","네트워크 끊김 시트 표시 중","1. 시트 내용 확인","제목 및 '인터넷 상태를 확인해주세요'/'인터넷 연결이 되면 바로 사용할 수 있어요' 문구가 모두 표시된다","예외","P1","",""
"FE-TB-023","메인탭","네트워크 끊김 시트","네트워크 재연결","네트워크 재연결 시 안내 시트 자동 닫힘","네트워크 끊김 시트 표시 중","1. 네트워크 재연결","onChange로 isShowNetworkDisconnect=false 처리되어 시트가 닫힌다","정상","P1","",""
"FE-TB-024","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","사용자가 안내 시트를 스와이프로 수동 닫기","네트워크 끊김 시트 표시 중(여전히 끊김 상태)","1. 시트를 아래로 스와이프하여 닫기","dynamicSheet가 닫힌다","예외","P2","",""
"FE-TB-025","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","앱 시작 시점에 이미 네트워크가 끊긴 경우 시트 노출 여부","앱 진입 전부터 네트워크 비활성","1. 네트워크가 끊긴 상태로 탭바 진입","onChange는 값 변경 시에만 동작하므로 진입 직후 시트가 미노출될 수 있음(동작 확인 필요)","경계","P1","","onChange(of:) 기반 — 초기 끊김 상태 미감지 가능"
"FE-TB-026","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","네트워크 끊김/연결 반복 시 시트 토글","로그인 상태로 탭바 사용 중","1. 네트워크 끊김 2. 재연결 3. 다시 끊김","매 끊김마다 시트가 재노출되고 재연결마다 닫힌다","경계","P2","",""
"FE-TB-027","메인탭","네트워크 끊김 시트","백그라운드 복귀","백그라운드 다녀온 뒤 네트워크 상태 반영","포그라운드에서 네트워크 연결됨","1. 백그라운드 전환 중 네트워크 끊기 2. 포그라운드 복귀","복귀 후 변경된 네트워크 상태에 따라 시트 노출/미노출이 반영된다","경계","P2","",""
"FE-TB-028","메인탭","네트워크 끊김 시트","네트워크 끊김 안내","비로그인(로그인 화면) 상태에서는 네트워크 안내 시트 미적용","비로그인 상태(SignInView 노출 중)","1. 로그인 화면 상태에서 2. 네트워크 끊김","네트워크 안내 시트는 tabView에만 부착되어 로그인 화면에서는 표시되지 않는다","경계","P2","","onChange/sheet가 tabView()에만 부착됨"
"FE-AH-001","경매홈","경매홈 매물리스트","초기 로딩","경매홈 최초 진입 시 전체화면 로딩 인디케이터가 표시된다","앱 실행 후 경매홈 탭 최초 진입(비/로그인 무관)","1. 경매홈 화면에 진입한다 2. onLoad가 트리거되어 매물 로딩이 시작된다","로딩 중에는 .loading() 전체화면 인디케이터가 표시되고, 로딩 완료 후 인디케이터가 사라지며 매물 리스트가 렌더링된다","정상","P0","","onLoad는 withFilter:false로 호출되어 필터 미적용 상태로 첫 로딩됨"
"FE-AH-002","경매홈","경매홈 매물리스트","매물 리스트 렌더링","매물 데이터가 있을 때 인증매물 안내 배너와 매물 셀들이 정상 표시된다","매물 데이터 1건 이상 존재","1. 경매홈에 진입한다 2. 로딩 완료를 기다린다","상단 인증매물 안내 배너(InformCertificationView) 아래로 매물 셀들이 LazyVStack에 순서대로 표시되며, 각 셀에 이미지/감정가/주소/건물명/D-day(또는 매각)/찜 영역이 보인다","정상","P0","","값 정확성은 데이터파트 연계"
